code,title,from,has_conflict
20217,邮政工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20218,广播、电影、电视工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20219,交通工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20221,民用航空工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20222,铁路工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20223,建筑工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20224,建材工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20225,林业工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20226,水利工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20227,海洋工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20228,水产工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20229,纺织工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20231,食品工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20232,气象工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20233,地震工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20234,环境保护工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20235,安全工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20236,标准化、计量、质量工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20237,管理（工业）工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20239,其他工程技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20300,农业技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20301,土壤肥料技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20302,植物保护技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20303,园艺技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20304,作物遗传育种栽培技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20305,兽医、兽药技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20306,畜牧与草业技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20309,其他农业技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20400,飞机和船舶技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20401,飞机人员和领航人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20402,船舶指挥和领航人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20409,其他飞机和船舶技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20500,卫生专业技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20501,西医医师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20502,中医医师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20503,中西医结合医师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20504,民族医生,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20505,公共卫生医师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20506,药剂人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20507,医疗技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20508,护理人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20509,其他卫生专业技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20600,经济业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20601,经济计划人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20602,统计人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20603,会计人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20604,审计人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20605,国际商务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20609,其他经济业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20700,金融业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20701,银行业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20702,保险业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20703,证券业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20709,其他金融业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20800,法律专业人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20801,法官,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20802,检察官,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20803,律师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20804,公证员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20805,司法鉴定人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20806,书记员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20809,其他法律专业人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20900,教学人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20901,高等教育教师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20902,中等职业教育教师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20903,中学教师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20904,小学教师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20905,幼儿教师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20906,特殊教育教师,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
20909,其他教学人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21000,文学艺术工作人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21001,文艺创作和评论人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21002,编导和音乐指挥人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21003,演员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21004,乐器演奏员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21005,电影、电视制作及舞台专业人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21006,美术专业人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21007,工艺美术专业人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21009,其他文学艺术工作人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21100,体育工作人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21101,体育工作人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21107,数据错误,"cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21200,新闻出版、文化工作人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21201,记者,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21202,编辑,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21203,校对员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21204,播音员及节目主持人,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21205,翻译,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21206,图书资料与档案业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21207,考古及文物保护工作人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21209,其他新闻出版、文化工作人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21300,宗教职业者,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21301,宗教职业者,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21900,其他专业技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
21901,其他专业技术人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
24000,数据错误,"cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30000,办事人员和有关人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30100,行政办公人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30101,行政业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30102,行政事务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30109,其他行政办公人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30200,安全保卫和消防人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30201,人民警察,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30202,治安保卫人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30203,消防人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30209,其他安全保卫和消防人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30300,邮政和电信业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30301,邮政业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30302,电信业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30303,电信通信传输业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30309,其他邮政和电信业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30900,其他办事人员和有关人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
30901,其他办事人员和有关人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40000,商业、服务业人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40100,购销人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40101,营业人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40102,推销、展销人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40103,采购人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40104,拍卖、典当及租赁业务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40105,废旧物资回收利用人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40106,粮油管理人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40107,商品监督和市场管理人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40109,其他购销人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40200,仓储人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40201,保管人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40202,储运人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40209,其他仓储人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40300,餐饮服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40301,中餐烹饪人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40302,西餐烹饪人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40303,调酒和茶艺人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40304,营养配餐人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40305,餐厅服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40309,其他餐饮服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40400,饭店、旅游及健身娱乐场所服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40401,饭店服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40402,旅游及公共游览场所服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40403,健身和娱乐场所服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40409,其他饭店、旅游及健身娱乐场所服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40500,运输服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40501,公路、道路运输服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40502,铁路客货运输服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40503,航空运输服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40504,水上运输服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40509,其他运输服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40600,医疗卫生辅助服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40601,医疗卫生辅助服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40700,社会服务和居民生活服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40701,社会中介服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40702,物业管理人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40703,供水、供热及生活燃料供应人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40704,美容美发人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40705,摄影服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40706,验光配镜人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40707,洗染织补人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40708,浴池服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40709,印章刻字人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40710,数据错误,"cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40711,日用机电产品维修人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40712,办公设备维修人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40713,保育、家庭服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40714,环境卫生人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40715,殡葬服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40719,其他社会服务和居民生活服务人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40900,其他商业、服务业人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
40901,其他商业、服务业人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50000,农、林、牧、渔、水利业生产人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50100,种植业生产人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50101,大田作物生产人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50102,农业试验人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50103,园艺作物生产人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50104,热带作物生产人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50105,中药材生产人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50106,农副林特产品加工人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50109,其他种植业生产人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50200,林业生产及野生动植物保护人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50201,营造林人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50202,森林资源管护人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50203,野生动植物保护及自然保护区人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50204,木材采运人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50209,其他林业生产及野生动植物保护人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50300,畜牧业生产人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50301,家畜饲养人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50302,家禽饲养人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
50303,蜜蜂饲养人员,"cfps10, cfps12, cfps14, cfps16, cfps18, cfps20, cfps22",FALSE
